Nume;Mpio;ManejoIntegradoArvenses;UsoTecnicoHerbicidas;UsoPulpaAbonos;UsoAzadon;RealizaQuemas;SombrioAdecuado;SiembraContorno;DrenajesAdecuados;AnalisisSuelos;BarrerasVivas;CaminosBuenEstado;TaludesProtegidos;CultivosAsociados;DensidadAdecuada;CoberturasMuertas;LabranzaMinima;SexoProductor;EdadProductor;NivelEducativo;ExperienciaCafe;TenenciaPropia;MiembrosHogar;Ntrab;PerteneceCooperativa;ViviendaPredio;AreaTotalHa;AreaCafeHa;AreaOtrosCultivosHa;AreaPecuariaHa;PendientePromedio;LongitudPendiente;AltitudMsnm;PrecipitacionAnualMm;DensidadSiembra;EdadCafetalMeses;SombrioPorcentaje;FertilizanteKgHa;ProduccionCafeHa;CausaErosion;SignosErosion;GravedadErosion;PerdidasEconomicasErosion;AreaPcs;ActitudPCS;VisitasExtensionista;CapacitacionesGrupales;FuenteConocimientoPCS;Disp;Inve;Apoy;Intensidad
321;Gigante;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;1;0;48;13;18;0;1;0;0;1;17.7;17;0.6;0.1;2;0;383.7;2204.4;6610.5;60;52;2322;81;0;3;1;2;0;0;3;1;1;0;671234;0;0
322;La_Plata;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;41;3;13;1;0;2;0;1;10.4;2.5;0.8;7.1;2;0;2170.6;2437.4;7951.8;36;28;2005;129;3;3;2;2;70;1;2;0;3;1;2767562;0;70
323;Acevedo;0;1;0;0;1;1;1;0;1;1;0;1;0;1;0;1;0;39;15;1;1;0;2;1;1;1.8;1.8;0;0;2;2;277.1;2194.5;5629.4;68;52;2395;103;1;1;4;0;15;0;1;2;1;0;1326255;1;15
324;San_Agustin;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;77;3;2;0;3;12;0;0;1.9;1.9;0.6;-0.6;0;0;1093.1;2024.6;9010.9;67;18;1142;340;2;3;3;3;80;1;3;3;1;0;1797238;0;80
325;Garzon;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;0;30;16;14;0;3;0;0;1;0.8;0.8;2;-2;0;1;1251.5;2092.5;4060.3;26;88;2649;216;4;3;2;3;60;1;2;2;5;1;878757;1;60
326;Gigante;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;83;8;12;1;2;4;0;0;5.6;5.6;0;0;1;2;405.3;2332.7;4619.8;75;51;1753;44;0;2;4;0;40;1;5;5;1;0;2966696;1;40
327;La_Plata;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;55;16;18;0;1;9;1;1;12.5;12;0;0.5;1;0;524.7;2457;7326.9;55;13;1741;109;3;2;4;0;25;0;0;2;5;0;1444459;1;25
328;Acevedo;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;31;18;1;1;3;12;0;1;7.7;7.7;0;0;0;1;325;2241.8;4811.5;80;6;1313;116;0;3;3;3;15;0;2;0;4;1;90980;0;15
329;Gigante;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;30;18;7;0;1;0;1;1;9.8;9.8;0;0;1;2;307.5;2435.3;6893;81;64;2568;170;0;0;3;3;15;0;3;2;2;0;1021967;0;0
330;Garzon;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1;0;0;44;12;16;0;2;2;0;0;20.9;9.7;2.3;8.9;1;1;2121.7;2235.2;7042.6;76;51;2521;248;0;0;2;2;3;0;0;5;1;0;2852241;0;3
331;Gigante;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;1;80;4;15;0;0;0;1;0;11.4;6.1;2.5;2.8;2;1;814.6;2191.5;9062.2;61;67;2113;277;1;3;3;1;25;1;1;4;4;1;2710163;0;25
332;La_Plata;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;80;4;15;0;0;4;0;0;5.2;5.2;0;0;0;0;512.9;2332.9;5345.1;22;86;2647;243;3;3;1;2;25;0;3;4;0;1;1069957;1;25
333;Acevedo;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;40;13;5;0;2;1;1;1;3.5;3.4;0;0.1;1;2;2205.6;2491.1;6236.8;64;66;269;152;2;1;0;1;80;1;0;5;2;1;2482006;0;0
334;San_Agustin;0;1;1;1;0;1;1;0;1;0;0;1;1;0;0;0;0;47;9;14;1;1;3;1;0;4;2.3;0.6;1.1;0;2;1446.2;2144.2;6582;48;3;2524;62;4;3;4;3;60;0;1;0;2;0;1510110;1;0
335;Garzon;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;44;3;11;1;2;3;1;0;7.9;0.9;1.2;5.8;0;1;1825.9;2101.8;9472.8;41;57;612;109;0;3;1;3;0;0;5;2;3;1;2753438;0;0
336;Gigante;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;39;2;9;1;2;1;0;0;9.5;8.9;0.2;0.4;1;0;424.3;2202.3;6108.3;64;7;1289;190;0;2;0;1;3;1;5;3;1;1;570223;0;3
337;La_Plata;1;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0;26;7;0;1;2;5;1;1;12;3.7;0.4;7.9;0;0;2008.8;2353.4;5063.5;29;62;603;295;4;2;1;2;0;1;4;5;1;1;16168;0;0
338;Acevedo;0;1;0;1;0;0;0;0;1;1;0;1;1;1;0;0;0;83;0;5;1;0;5;1;0;21.7;9.3;1;11.4;1;0;2452.9;2209.9;4999.3;52;8;15;279;2;3;1;3;40;0;5;2;1;1;411536;1;0
339;Gigante;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;54;2;22;1;4;3;1;0;3.5;3;0;0.5;2;2;1450;1850;6500;36;35;1000;124;4;3;4;3;25;1;3;3;5;0;260274;1;0
340;Garzon;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;27;9;19;1;1;4;0;1;19.6;19.6;0;0;2;0;670;2084.9;5734;48;92;2548;61;4;1;4;68;0;0;1;3;4;1;221260;1;0
341;Gigante;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;23;20;19;1;0;10;0;1;24.3;24.3;0;0;1;2;650.9;2441.7;8402.6;57;38;1389;272;2;0;4;1;15;0;3;3;2;0;998788;0;15
342;La_Plata;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;1;45;18;20;1;2;11;1;1;2.1;2.1;0;0;2;1;1127.9;2150.2;9174.4;57;76;305;302;4;2;2;0;3;1;2;2;0;1;2010750;0;3
343;Acevedo;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;49;19;19;0;2;5;0;0;22.7;22.7;0;0;1;1;521.7;2267.6;9086;84;75;2195;256;2;0;4;3;0;1;1;2;1;0;2864757;0;0
344;San_Agustin;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;38;13;3;0;2;1;1;0;1.4;1.4;0;0;1;1;1447.3;2473.5;4353.7;51;45;2269;265;0;3;4;3;0;1;5;4;4;1;415645;0;0
345;Garzon;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;49;20;12;0;0;7;1;1;14;14;0;0;1;2;2375.9;2189.2;7884;83;11;1900;184;2;1;4;3;15;0;0;5;3;0;958710;1;15
346;Gigante;0;0;1;0;1;1;1;0;1;0;0;1;1;0;1;0;1;77;12;11;1;0;7;0;1;18.1;18.1;0;0;1;0;202.5;2480.5;8718.8;20;9;1264;49;3;3;3;1;70;1;2;1;4;1;454635;1;0
347;Gigante;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;69;2;17;1;3;6;0;1;7.8;7.8;0;0;0;0;1119;2036.1;6983.7;79;92;1952;330;3;1;1;2;90;0;5;5;5;1;419105;0;0
348;Acevedo;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;47;19;15;0;1;4;1;0;14;13.4;0.6;0;2;0;454.7;2125.4;8870.4;26;98;1560;100;2;2;1;3;15;0;2;1;5;1;2616540;0;0
349;San_Agustin;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;1;1;41;9;10;1;2;5;1;1;16.9;16.9;0;0;0;2;1769.6;2214.8;8086.8;85;62;1254;188;1;0;2;3;15;1;0;5;3;0;1476903;1;0
350;Garzon;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;52;18;14;0;2;11;1;0;12.6;12.6;0;0;1;2;1373.6;2409.1;8851.6;58;42;1409;218;2;0;0;0;70;1;0;4;3;0;2795857;1;70
351;Gigante;0;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;64;14;1;0;3;7;0;1;3.2;3.2;0;0;2;2;557;2351.1;9636;31;96;2376;111;3;0;0;0;0;0;3;4;1;1;1921846;1;0
352;La_Plata;1;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;76;7;9;0;3;2;1;1;12.9;11.1;1.8;0;2;1;1801.8;2421.3;8763.8;80;96;224;66;1;3;2;0;33;1;5;5;0;1;539283;1;33
353;Acevedo;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;1;45;4;6;1;0;0;0;1;4.8;4.8;0;0;0;0;393.5;2276.9;5544.5;29;70;2175;71;2;2;0;3;30;0;1;0;1;0;1811569;1;30
354;Gigante;0;0;0;1;0;1;0;1;1;0;0;1;1;0;1;1;1;75;10;16;1;2;8;0;1;5.9;4.6;1.3;0;1;0;612.4;2117.5;9763.5;20;38;891;202;4;3;2;1;15;1;4;1;3;0;2618227;0;0
355;Garzon;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1;1;24;10;16;1;0;2;1;0;12.6;12.6;0;0;1;1;2131.8;2132.6;8640.7;52;26;789;74;4;0;1;2;50;1;4;2;4;0;597453;0;50
356;Gigante;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;86;11;6;0;2;12;1;0;13.2;13.2;0;0;2;0;1651.7;2427.3;4180.5;26;86;773;246;0;2;2;0;70;0;1;5;5;1;1053126;0;70
357;La_Plata;1;1;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;85;11;0;1;2;11;0;0;10.1;7.7;2.4;0;2;2;286.9;2297.1;8653.9;43;35;849;301;0;3;0;2;80;1;0;2;1;0;1555385;0;0
358;Acevedo;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;59;8;3;0;0;8;1;1;8.1;8.1;0;0;0;0;1823.5;2268.5;7668.6;23;75;2365;261;4;1;4;1;90;0;4;5;0;0;12255;1;90
359;San_Agustin;0;1;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;72;18;3;0;2;7;1;1;12.5;12.5;0;0;0;1;1117.5;2391.7;9418.7;56;79;1416;146;4;2;3;1;15;0;1;4;2;0;2428906;1;15
360;Garzon;0;0;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0;38;1;3;0;2;12;0;0;16.4;12.8;3.6;0;0;1;1202.8;2042.5;4334.1;36;72;2506;158;1;3;4;1;60;1;4;4;1;1;34012;1;0
361;Gigante;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;75;16;4;0;3;2;1;1;3.3;3.3;0;0;1;1;432.6;2209.1;9318.5;24;34;1797;106;1;3;0;3;40;0;4;1;5;0;162005;1;0
362;La_Plata;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;26;11;6;0;1;7;1;1;5.2;5.2;0;0;2;2;2138;2259.4;8415.1;32;88;2426;208;0;3;2;1;15;1;5;4;3;1;2069907;1;15
363;Acevedo;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;55;15;11;1;2;4;0;1;3;2.2;0.8;0;2;0;1499.8;2045.8;7433.4;69;81;1476;290;0;0;2;2;80;0;4;1;5;1;2599981;1;80
364;Gigante;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;1;53;15;6;1;0;12;1;1;7;7;0;0;2;0;2287.2;2044.6;9015.7;35;1;1710;333;4;3;1;1;25;0;3;3;4;1;2492312;0;0
365;Garzon;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;25;13;18;1;2;4;1;0;12.1;12.1;0;0;2;1;245;2038.7;7406.3;65;19;2329;179;3;3;3;1;70;0;0;0;1;1;550047;0;0
366;Gigante;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;19;14;12;0;1;6;1;1;18.9;16.9;2;0;1;2;393.6;2342.2;4097.3;23;7;2693;66;2;1;1;3;60;1;1;4;0;0;169702;1;60
367;La_Plata;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;70;16;14;0;3;9;0;1;21.9;1.3;20.6;0;0;2;1213.2;2249.3;4051;88;31;325;114;0;2;0;2;40;1;4;5;1;1;2965908;0;40
368;Acevedo;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;24;10;18;0;2;9;1;0;9.7;9.7;0;0;2;0;1365.8;2467.4;6146.7;88;48;504;342;1;0;1;0;0;0;0;3;1;1;655854;0;0
369;San_Agustin;1;0;1;0;1;0;1;1;1;0;1;1;0;1;0;1;0;33;19;17;0;0;10;0;1;7.5;7.5;0;0;2;2;1011.5;2499.1;4861.8;44;4;2368;98;4;2;4;3;25;0;3;1;5;0;783864;0;25
370;Garzon;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;26;12;5;1;2;8;0;1;4;4;0;0;1;2;822.8;2435.1;6307.7;87;72;543;313;0;3;2;2;15;0;3;2;3;0;2207706;1;15
371;Gigante;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;0;1;71;3;8;0;2;6;0;1;15.2;15.2;0;0;0;1;619.1;2344.2;6464.2;63;89;1068;258;3;1;1;3;3;1;2;1;2;1;2356988;0;3
372;La_Plata;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;0;74;19;19;0;2;1;1;0;4.3;4.3;0;0;1;1;378.5;2294.7;4499.4;75;37;1434;209;4;0;0;2;0;0;4;2;2;0;2998630;0;60
373;Acevedo;1;1;0;0;0;0;1;0;1;0;1;1;0;1;1;1;1;38;9;3;0;3;7;1;0;20.9;16.4;4.5;0;0;2;2160.8;2071.6;7850.9;37;96;799;351;0;3;0;3;3;1;1;0;0;1;2136444;0;65
374;San_Agustin;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;25;11;10;0;1;10;1;1;22;10;9;3;0;0;1369.7;2310.7;5076.1;83;2;1436;310;4;2;3;0;0;0;5;0;4;1;865491;1;75
375;Garzon;0;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;0;61;12;8;0;1;8;0;1;0.2;0.2;0;0;1;1;1165.1;2477.6;5575.8;38;38;127;54;3;3;0;0;15;1;3;2;0;1;1338292;0;15
376;Gigante;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;75;12;5;0;1;1;1;1;20.3;10.1;10.2;0;2;1;131;2086.3;8748.7;57;9;704;93;4;1;4;1;70;0;3;4;2;0;92821;1;70
377;La_Plata;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;0;42;12;20;0;0;9;0;1;6.6;6.6;0;0;0;0;1863.3;2019.4;8652.2;70;79;2528;356;0;3;4;2;33;0;3;1;0;1;1677230;0;33
378;Acevedo;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;0;29;6;3;1;0;6;0;0;13.1;3.2;2.3;7.6;1;2;2014.5;2166.5;5599.9;37;89;560;89;2;3;1;1;30;1;4;5;1;1;838668;0;30
379;San_Agustin;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;80;17;6;1;0;12;0;1;8.8;8.8;0;0;2;1;676.6;2017.8;7227.1;30;39;187;231;1;3;4;2;50;1;0;5;5;0;1202058;0;50
380;Garzon;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;0;1;40;0;1;0;0;2;1;0;4.4;4.4;0;0;0;2;1140.2;2463;9318.2;69;4;1557;322;4;1;4;0;0;0;5;1;3;0;171592;0;0
381;Gigante;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;41;11;15;1;2;12;0;0;14.9;1.4;2.5;11;0;1;1358.2;2193.8;7035.7;58;98;2472;274;2;1;2;1;70;1;2;4;3;0;1113966;0;70
382;La_Plata;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;73;19;7;0;0;7;0;1;21.9;21.9;0;0;1;0;530;2285.9;5425.5;22;70;163;146;2;2;4;2;90;0;4;2;3;1;2520342;0;90
383;Acevedo;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;1;48;17;9;1;3;10;0;1;8.7;8.7;0;0;0;1;684.8;2121.8;5824.3;75;56;890;282;3;0;2;1;15;0;5;0;5;1;2598822;1;15
384;San_Agustin;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;47;12;2;0;1;6;0;0;1.2;1.2;0;0;1;1;1825.8;2003.2;5094.3;64;43;1041;249;1;1;2;2;0;0;1;3;1;0;679834;1;0
385;Garzon;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;83;1;14;1;3;5;1;0;3.7;3.7;0;0;0;0;834.8;2142.9;4554.6;58;22;1372;44;3;2;4;3;70;0;4;4;0;1;2812462;0;0
386;Gigante;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;54;15;3;1;3;10;1;0;12.5;12.5;0;0;2;2;1002.1;2183.8;9052.6;37;73;470;358;2;1;3;2;15;1;3;2;0;1;513576;1;15
387;La_Plata;0;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;1;39;9;16;1;0;2;1;1;19.7;18;1.6;0.1;0;2;208.2;2107;7599.2;73;35;1584;122;1;2;1;3;25;1;3;2;5;1;1326666;1;25
388;Acevedo;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;54;2;22;1;4;3;1;0;3.5;3;0;0.5;2;2;1450;1850;6500;36;35;1000;124;4;3;4;3;0;1;3;3;5;0;2634510;1;0
389;San_Agustin;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;76;16;4;0;0;10;1;1;3.2;3.2;0;0;0;1;112.8;2466.6;9673.8;40;10;1116;300;1;2;0;39;15;0;1;4;5;0;1041305;1;15
390;Garzon;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;69;14;11;1;2;11;1;0;7;7;0;0;0;1;2338.3;2082.7;7453.5;46;35;309;151;0;0;4;2;0;1;1;4;4;1;1210550;1;0
391;Gigante;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;19;6;0;1;0;12;0;1;18.4;10.7;1.2;6.5;1;2;974.6;2119.2;6174.8;22;78;2324;303;1;1;4;1;80;0;0;4;4;0;2366601;0;80
392;La_Plata;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;19;18;20;0;0;10;1;1;0.4;0.4;0;0;1;2;2438.5;2228.9;9207;81;80;1855;133;0;3;4;2;0;0;1;4;2;1;2228958;0;0
393;Acevedo;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;63;20;17;1;2;10;1;1;21.8;14.6;0.1;7.1;1;0;2479.8;2284.3;6244.8;72;68;564;310;2;2;3;1;60;1;0;5;4;0;2066205;1;60
394;San_Agustin;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;65;15;16;1;3;1;1;0;2.2;1.3;0.9;0;2;2;1088.5;2274.6;4008.2;60;55;1565;105;3;2;0;1;40;0;1;5;1;1;1939001;1;40
395;Gigante;1;0;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;47;10;6;0;2;7;1;1;0.2;0.2;0;0;1;2;1734.5;2446.8;8839.8;29;67;712;224;2;1;3;2;25;0;0;5;3;1;953790;0;25
396;Gigante;0;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;0;70;10;17;1;0;6;0;1;13.2;13.2;0;0;0;0;1031.8;2064.2;6429.6;51;32;1517;324;3;0;2;3;25;0;0;1;0;0;1336398;1;25
397;La_Plata;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1;0;1;43;2;13;1;0;4;1;1;1.7;1.7;0;0;1;1;599.7;2088.9;5518.5;26;23;1679;238;1;2;4;2;70;0;0;5;3;1;1877297;0;70
398;Acevedo;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;86;11;10;0;1;4;0;0;10;10;0;0;0;1;231.7;2460;9042.6;43;77;176;144;1;0;4;0;3;0;3;4;0;1;1825414;0;0
399;San_Agustin;0;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;78;2;2;1;3;2;1;0;12.9;12.9;0;0;1;2;1158.4;2288.3;9890.4;72;37;1843;81;0;0;3;2;33;0;4;1;1;1;1315029;1;33
400;Garzon;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;52;19;11;0;0;6;0;0;2.1;0.4;0.7;1;0;0;2415.5;2184.5;6314.7;26;71;791;329;3;3;4;3;30;0;1;4;5;0;2493641;1;30
401;Gigante;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;1;0;79;14;0;0;2;12;1;0;1.2;1.2;0;0;2;1;1997.1;2249.9;7248.1;63;67;2390;237;1;3;0;3;25;0;2;2;5;0;2569495;1;0
402;La_Plata;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;55;9;20;0;2;2;0;0;3.8;0.7;0.8;2.3;1;2;1943.9;2166.7;5311.9;25;58;2322;254;0;1;1;1;0;0;2;0;5;1;1882812;0;0
403;Acevedo;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;27;3;7;1;1;5;1;0;21.6;18.5;2;1.1;0;2;2154.5;2012.1;9549;82;13;1380;254;2;2;0;0;15;1;5;4;0;0;198531;0;0
404;Gigante;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;67;0;18;1;3;5;0;0;17.5;11.5;2.1;3.9;0;2;1376.9;2318.1;9301;56;48;1681;326;0;2;2;2;80;0;4;1;0;1;1885947;0;0
405;Garzon;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;39;20;5;0;2;1;1;1;2.6;2.6;0;0;2;1;1564.7;2297.8;6487.2;22;27;1932;328;1;1;0;3;60;1;4;0;3;1;2080790;1;0
406;Gigante;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;1;0;47;7;1;1;2;11;1;1;1.1;1.1;0;0;2;0;843.8;2372.1;7669.9;21;54;1436;107;4;2;4;3;50;1;0;0;2;1;273857;1;50
407;La_Plata;0;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;1;86;5;0;1;2;12;0;0;6.1;6.1;0;0;0;0;970.8;2146.8;5751.2;79;29;696;50;0;3;2;2;70;0;3;0;5;0;263497;0;70
408;Acevedo;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;28;10;7;0;1;4;1;0;22.4;4.7;0.2;17.5;2;0;1919.5;2463;7641;61;29;120;364;0;3;1;2;90;1;1;2;0;1;2599310;1;90
409;San_Agustin;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;0;67;3;19;0;3;11;0;1;4;0.2;1.4;2.4;1;0;1902.2;2103.5;4325;37;92;1860;254;3;0;4;3;40;1;0;0;1;0;314921;1;0
410;Garzon;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;63;10;9;1;3;0;0;0;16.6;4.1;1.9;10.6;2;0;1143.7;2427.8;5191.3;53;92;1832;142;4;3;3;3;25;0;2;0;0;0;681134;1;0
411;Gigante;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0;56;2;3;1;1;8;0;1;14.3;9.6;0.2;4.5;1;1;2339.2;2181.7;6842.7;50;61;1;163;3;0;3;2;15;1;5;3;3;1;2532108;1;15
412;Gigante;1;0;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;83;20;15;1;2;10;1;1;7;7;0;0;0;2;1166.1;2269.4;6386.3;34;85;1864;210;4;0;1;1;0;1;0;5;0;1;736284;1;10
413;Acevedo;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;72;18;7;1;0;2;1;0;14.4;14.3;0.1;0;2;1;1448.8;2064.4;9202.1;65;46;2316;105;2;3;4;2;0;0;3;2;5;1;1948620;0;20
414;San_Agustin;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;1;0;48;13;18;0;1;0;0;1;17.7;17;0.6;0.1;2;0;383.7;2204.4;6610.5;60;52;2322;81;0;3;1;2;33;0;3;1;1;0;671234;0;0
415;Garzon;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;41;3;13;1;0;2;0;1;10.4;2.5;0.8;7.1;2;0;2170.6;2437.4;7951.8;36;28;2005;129;3;3;2;2;3;1;2;0;3;1;2767562;0;3
416;Gigante;0;1;0;0;1;1;1;0;1;1;0;1;0;1;0;1;0;39;15;1;1;0;2;1;1;1.8;1.8;0;0;2;2;277.1;2194.5;5629.4;68;52;2395;103;1;1;4;0;3;0;1;2;1;0;1326255;1;3
417;La_Plata;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;77;3;2;0;3;12;0;0;1.9;1.9;0.6;-0.6;0;0;1093.1;2024.6;9010.9;67;18;1142;340;2;3;3;3;15;1;3;3;1;0;1797238;0;15
418;Acevedo;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;0;30;16;14;0;3;0;0;1;0.8;0.8;2;-2;0;1;1251.5;2092.5;4060.3;26;88;2649;216;4;3;2;3;80;1;2;2;5;1;878757;1;80
419;San_Agustin;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;83;8;12;1;2;4;0;0;5.6;5.6;0;0;1;2;405.3;2332.7;4619.8;75;51;1753;44;0;2;4;0;60;1;5;5;1;0;2966696;1;60
420;Garzon;1;0;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;55;16;18;0;1;9;1;1;12.5;12;0;0.5;1;0;524.7;2457;7326.9;55;13;1741;109;3;2;4;0;40;0;0;2;5;0;1444459;1;40
421;Gigante;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;31;18;1;1;3;12;0;1;7.7;7.7;0;0;0;1;325;2241.8;4811.5;80;6;1313;116;0;3;3;3;25;0;2;0;4;1;90980;0;25
422;La_Plata;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;30;18;7;0;1;0;1;1;9.8;9.8;0;0;1;2;307.5;2435.3;6893;81;64;2568;170;0;0;3;3;15;0;3;2;2;0;1021967;0;0
